chr	start	end	mu_background	filter
chr1	113500000	113550000	1.01578712370148	poor_mapping_qual
chr1	113550000	113600000	1.01348121365514	poor_mapping_qual
chr1	113600000	113650000	NA	very_poor_mapping_qual
chr1	113650000	113700000	1.00870712637256	PASS
chr1	113700000	113750000	1.00625334881965	PASS
chr1	113750000	113800000	1.00376468178122	PASS
chr1	113800000	113850000	1.00124832509895	PASS
chr1	113850000	113900000	0.9987114786145	poor_mapping_qual
chr1	113900000	113950000	NA	very_poor_mapping_qual
chr1	113950000	114000000	0.993605115605734	PASS
chr1	11400000	11450000	0.908089627001467	poor_mapping_qual
chr1	114000000	114050000	NA	very_poor_mapping_qual
chr1	114050000	114100000	0.988503191488278	PASS
chr1	114100000	114150000	0.985971893617963	PASS
chr1	114150000	114200000	NA	very_poor_mapping_qual
chr1	114200000	114250000	0.980984625462507	PASS
chr1	114250000	114300000	0.978543054860703	PASS
chr1	114300000	114350000	0.976145793031741	PASS
chr1	114350000	114400000	0.973800039817289	PASS
chr1	114400000	114450000	0.971512995059017	PASS
chr1	114450000	114500000	0.969291858598593	PASS
chr1	11450000	11500000	0.899178935884421	PASS
chr1	114500000	114550000	0.967143830277686	PASS
chr1	114550000	114600000	0.965076109937966	PASS
chr1	114600000	114650000	0.963095897421101	PASS
chr1	114650000	114700000	0.96121033068525	PASS
chr1	114700000	114750000	0.959423458776066	PASS
chr1	114750000	114800000	0.957734870966858	PASS
chr1	114800000	114850000	0.956143808828792	PASS
chr1	114850000	114900000	0.954649513933032	PASS
chr1	114900000	114950000	0.953251227850743	PASS
chr1	114950000	115000000	0.95194819215309	PASS
chr1	1150000	1200000	NA	very_poor_mapping_qual
chr1	11500000	11550000	0.890369170374071	PASS
chr1	115000000	115050000	0.950739648411237	PASS
chr1	115050000	115100000	0.949624838196349	PASS
chr1	115100000	115150000	0.948603003079591	PASS
chr1	115150000	115200000	0.947673384632128	PASS
chr1	115200000	115250000	0.946835224425125	PASS
chr1	115250000	115300000	0.946087764029745	PASS
chr1	115300000	115350000	0.945430245017155	poor_mapping_qual
chr1	115350000	115400000	0.944861908958518	PASS
chr1	115400000	115450000	0.944381997425	PASS
chr1	115450000	115500000	0.943989751987765	PASS
chr1	11550000	11600000	0.881677841066154	poor_mapping_qual
chr1	115500000	115550000	0.943684414217978	PASS
chr1	115550000	115600000	0.943465225686804	PASS
chr1	115600000	115650000	0.943331427965407	PASS
chr1	115650000	115700000	NA	very_poor_mapping_qual
chr1	115700000	115750000	0.943316971236606	PASS
chr1	115750000	115800000	0.943434795371531	PASS
chr1	115800000	115850000	0.943634976600892	PASS
chr1	115850000	115900000	0.943916756495855	PASS
chr1	115900000	115950000	0.944279376627584	PASS
chr1	115950000	116000000	0.944722078567244	PASS
chr1	11600000	11650000	0.873122458556411	PASS
chr1	116000000	116050000	0.945244103886	PASS
chr1	116050000	116100000	0.945844694155016	PASS
chr1	116100000	116150000	0.946523090945457	PASS
chr1	116150000	116200000	NA	very_poor_mapping_qual
chr1	116200000	116250000	0.948110270375274	PASS
chr1	116250000	116300000	0.94901753615698	PASS
chr1	116300000	116350000	0.94999957474477	PASS
chr1	116350000	116400000	0.951055627709809	PASS
chr1	116400000	116450000	0.952184936623261	PASS
chr1	116450000	116500000	0.953386743056292	PASS
chr1	11650000	11700000	0.864720533440581	PASS
chr1	116500000	116550000	0.954660288580067	PASS
chr1	116550000	116600000	0.956004814765749	PASS
chr1	116600000	116650000	0.957419563184505	PASS
chr1	116650000	116700000	NA	very_poor_mapping_qual
chr1	116700000	116750000	0.960456693005894	PASS
chr1	116750000	116800000	0.962077557550856	PASS
chr1	116800000	116850000	0.963765610613551	PASS
chr1	116850000	116900000	0.965520093765142	PASS
chr1	116900000	116950000	0.967340248576795	PASS
chr1	116950000	117000000	0.969225316619674	PASS
chr1	11700000	11750000	0.856489576314401	poor_mapping_qual
chr1	117000000	117050000	0.971174539464943	PASS
chr1	117050000	117100000	0.973187158683769	PASS
chr1	117100000	117150000	0.975262415847315	PASS
chr1	117150000	117200000	0.977399348495249	poor_mapping_qual
chr1	117200000	117250000	0.979592714427797	PASS
chr1	117250000	117300000	NA	very_poor_mapping_qual
chr1	117300000	117350000	0.984111368274635	PASS
chr1	117350000	117400000	0.986417726538422	PASS
chr1	117400000	117450000	0.988742819262121	PASS
chr1	117450000	117500000	0.991077181620481	PASS
chr1	11750000	11800000	0.848447097773612	PASS
chr1	117500000	117550000	0.993411348788252	PASS
chr1	117550000	117600000	0.995735855940182	PASS
chr1	117600000	117650000	0.998041238251022	PASS
chr1	117650000	117700000	1.00031803089552	PASS
chr1	117700000	117750000	1.00255676904843	PASS
chr1	117750000	117800000	1.00474798788449	PASS
chr1	117800000	117850000	1.00688222257846	PASS
chr1	117850000	117900000	1.00895000830509	PASS
chr1	117900000	117950000	1.01094188023912	poor_mapping_qual
chr1	117950000	118000000	NA	very_poor_mapping_qual
chr1	11800000	11850000	0.840610608413952	PASS
chr1	118000000	118050000	1.0146600234284	PASS
chr1	118050000	118100000	1.01636736503315	PASS
chr1	118100000	118150000	1.0179609335443	PASS
chr1	118150000	118200000	1.0194312641366	PASS
chr1	118200000	118250000	1.0207688919848	PASS
chr1	118250000	118300000	NA	very_poor_mapping_qual
chr1	118300000	118350000	1.02300818014792	PASS
chr1	118350000	118400000	1.02389091081232	PASS
chr1	118400000	118450000	1.02460307943163	PASS
chr1	118450000	118500000	1.02513522118059	PASS
chr1	11850000	11900000	0.83299761883116	PASS
chr1	118500000	118550000	1.02547787123394	PASS
chr1	118550000	118600000	1.02562156476644	PASS
chr1	118600000	118650000	1.02555683695284	PASS
chr1	118650000	118700000	1.02527422296789	PASS
chr1	118700000	118750000	1.02476425798633	PASS
chr1	118750000	118800000	1.02401747718292	PASS
chr1	118800000	118850000	NA	very_poor_mapping_qual
chr1	118850000	118900000	1.02177560880953	PASS
chr1	118900000	118950000	1.02026159158905	poor_mapping_qual
chr1	118950000	119000000	1.01847289924572	PASS
chr1	11900000	11950000	0.825625639620974	PASS
chr1	119000000	119050000	1.01640006695427	PASS
chr1	119050000	119100000	1.01403362988947	PASS
chr1	119100000	119150000	NA	very_poor_mapping_qual
chr1	119150000	119200000	1.00838208213879	PASS
chr1	119200000	119250000	1.00507804180242	PASS
chr1	119250000	119300000	1.00144253739168	PASS
chr1	119300000	119350000	0.997466104081326	PASS
chr1	119350000	119400000	NA	very_poor_mapping_qual
chr1	119400000	119450000	0.98845259146079	PASS
chr1	119450000	119500000	0.983396582500104	PASS
chr1	11950000	12000000	0.818512181379135	poor_mapping_qual
chr1	119500000	119550000	0.977961785338803	PASS
chr1	119550000	119600000	NA	very_poor_mapping_qual
chr1	119600000	119650000	0.965917967113361	PASS
chr1	119650000	119700000	0.959291689024873	PASS
chr1	119700000	119750000	0.952270641371271	poor_mapping_qual
chr1	119750000	119800000	0.944877102115323	PASS
chr1	119800000	119850000	0.937133523529707	PASS
chr1	119850000	119900000	0.9290623578871	PASS
chr1	119900000	119950000	0.920686057460181	PASS
chr1	119950000	120000000	0.912027074521627	PASS
chr1	1200000	1250000	NA	very_poor_mapping_qual
chr1	12000000	12050000	0.811674754701382	poor_mapping_qual
chr1	120000000	120050000	0.903107861344117	PASS
chr1	120050000	120100000	0.893950870200328	PASS
chr1	120100000	120150000	NA	very_poor_mapping_qual
chr1	120150000	120200000	0.875013363104627	PASS
chr1	120200000	120250000	0.86527775169807	PASS
chr1	120250000	120300000	0.855394171415947	PASS
chr1	120300000	120350000	0.845385074530935	PASS
chr1	120350000	120400000	0.835272913315712	PASS
chr1	120400000	120450000	0.825080140042957	PASS
chr1	120450000	120500000	0.814829206985347	PASS
chr1	12050000	12100000	0.805130870183451	poor_mapping_qual
chr1	120500000	120550000	NA	very_poor_mapping_qual
chr1	120550000	120600000	NA	very_poor_mapping_qual
chr1	120600000	120650000	NA	very_poor_mapping_qual
chr1	120650000	120700000	NA	very_poor_mapping_qual
chr1	120700000	120750000	NA	very_poor_mapping_qual
chr1	120750000	120800000	NA	very_poor_mapping_qual
chr1	120800000	120850000	NA	very_poor_mapping_qual
chr1	120850000	120900000	NA	very_poor_mapping_qual
chr1	120900000	120950000	NA	very_poor_mapping_qual
chr1	120950000	121000000	NA	very_poor_mapping_qual
chr1	12100000	12150000	NA	very_poor_mapping_qual
chr1	121000000	121050000	NA	very_poor_mapping_qual
chr1	121050000	121100000	NA	very_poor_mapping_qual
chr1	121100000	121150000	NA	very_poor_mapping_qual
chr1	121150000	121200000	0.677782639468713	PASS
chr1	121200000	121250000	NA	very_poor_mapping_qual
chr1	121250000	121300000	NA	very_poor_mapping_qual
chr1	121300000	121350000	NA	very_poor_mapping_qual
chr1	121350000	121400000	NA	very_poor_mapping_qual
chr1	121400000	121450000	NA	very_poor_mapping_qual
chr1	121450000	121500000	NA	very_poor_mapping_qual
chr1	12150000	12200000	0.792993770010019	PASS
chr1	121500000	121550000	NA	very_poor_mapping_qual
chr1	121550000	121600000	NA	very_poor_mapping_qual
chr1	121600000	121650000	NA	very_poor_mapping_qual
chr1	121650000	121700000	NA	very_poor_mapping_qual
chr1	121700000	121750000	NA	very_poor_mapping_qual
chr1	121750000	121800000	NA	very_poor_mapping_qual
chr1	121800000	121850000	NA	very_poor_mapping_qual
chr1	121850000	121900000	NA	very_poor_mapping_qual
chr1	121900000	121950000	NA	very_poor_mapping_qual
chr1	121950000	122000000	NA	very_poor_mapping_qual
chr1	12200000	12250000	0.787435575545995	PASS
chr1	122000000	122050000	NA	very_poor_mapping_qual
chr1	122050000	122100000	NA	very_poor_mapping_qual
chr1	122100000	122150000	NA	very_poor_mapping_qual
chr1	122150000	122200000	NA	very_poor_mapping_qual
chr1	122200000	122250000	NA	very_poor_mapping_qual
chr1	122250000	122300000	NA	very_poor_mapping_qual
chr1	122300000	122350000	NA	very_poor_mapping_qual
chr1	122350000	122400000	NA	very_poor_mapping_qual
chr1	122400000	122450000	NA	very_poor_mapping_qual
chr1	122450000	122500000	NA	very_poor_mapping_qual
chr1	12250000	12300000	0.78224096562475	PASS
chr1	122500000	122550000	NA	very_poor_mapping_qual
chr1	122550000	122600000	NA	very_poor_mapping_qual
chr1	122600000	122650000	NA	very_poor_mapping_qual
chr1	122650000	122700000	NA	very_poor_mapping_qual
chr1	122700000	122750000	NA	very_poor_mapping_qual
chr1	122750000	122800000	NA	very_poor_mapping_qual
chr1	122800000	122850000	NA	very_poor_mapping_qual
chr1	122850000	122900000	NA	very_poor_mapping_qual
chr1	122900000	122950000	NA	very_poor_mapping_qual
chr1	122950000	123000000	NA	very_poor_mapping_qual
chr1	12300000	12350000	0.777427450842024	PASS
chr1	123000000	123050000	NA	very_poor_mapping_qual
chr1	123050000	123100000	NA	very_poor_mapping_qual
chr1	123100000	123150000	NA	very_poor_mapping_qual
chr1	123150000	123200000	NA	very_poor_mapping_qual
chr1	123200000	123250000	NA	very_poor_mapping_qual
chr1	123250000	123300000	NA	very_poor_mapping_qual
chr1	123300000	123350000	NA	very_poor_mapping_qual
chr1	123350000	123400000	NA	very_poor_mapping_qual
chr1	123400000	123450000	NA	very_poor_mapping_qual
chr1	123450000	123500000	NA	very_poor_mapping_qual
chr1	12350000	12400000	0.773012541793556	PASS
chr1	123500000	123550000	NA	very_poor_mapping_qual
chr1	123550000	123600000	NA	very_poor_mapping_qual
chr1	123600000	123650000	NA	very_poor_mapping_qual
chr1	123650000	123700000	NA	very_poor_mapping_qual
chr1	123700000	123750000	NA	very_poor_mapping_qual
chr1	123750000	123800000	NA	very_poor_mapping_qual
chr1	123800000	123850000	NA	very_poor_mapping_qual
chr1	123850000	123900000	NA	very_poor_mapping_qual
chr1	123900000	123950000	NA	very_poor_mapping_qual
chr1	123950000	124000000	NA	very_poor_mapping_qual
chr1	12400000	12450000	0.769013749075085	PASS
chr1	124000000	124050000	NA	very_poor_mapping_qual
chr1	124050000	124100000	NA	very_poor_mapping_qual
chr1	124100000	124150000	NA	very_poor_mapping_qual
chr1	124150000	124200000	NA	very_poor_mapping_qual
chr1	124200000	124250000	NA	very_poor_mapping_qual
chr1	124250000	124300000	NA	very_poor_mapping_qual
chr1	124300000	124350000	NA	very_poor_mapping_qual
chr1	124350000	124400000	NA	very_poor_mapping_qual
chr1	124400000	124450000	NA	very_poor_mapping_qual
chr1	124450000	124500000	NA	very_poor_mapping_qual
chr1	12450000	12500000	0.76544858328235	PASS
chr1	124500000	124550000	NA	very_poor_mapping_qual
chr1	124550000	124600000	NA	very_poor_mapping_qual
chr1	124600000	124650000	NA	very_poor_mapping_qual
chr1	124650000	124700000	NA	very_poor_mapping_qual
chr1	124700000	124750000	NA	very_poor_mapping_qual
chr1	124750000	124800000	NA	very_poor_mapping_qual
chr1	124800000	124850000	NA	very_poor_mapping_qual
